actor_1,actor_2,country,date_aired,episodes,genre,network,popularity,ranking,rating,tag,title,users,watchers
Jung Yoo Mi,Oh Ji Ho,South Korea,"Dec 12, 2014 - Mar 28, 2015",20,"Historical,  Romance,  Drama",jTBC,1379,1256,7.9,Joseon Dynasty,Maids,1346,4006
Lee Jung Jae,Shin Min Ah,South Korea,"Nov 11, 2019 - Dec 10, 2019",10,"Drama,  Political","jTBC, Netflix, Netflix, Netflix, Netflix",2985,1255,8.4,"Assemblywoman, Elections, Lawmaker, National Assembly, Attempted Assault, Tough Female Lead, Sly Character, Plot Twist, Social Media, Attempted Murder",Chief of Staff 2,587,1548
Lee Min Ho,Park Shin Hye,South Korea,"Oct  9, 2013 - Dec 12, 2013",20,"Friendship,  Comedy,  Romance,  School,  Youth,  Drama,  Melodrama",SBS,6,1250,7.6,"High School, Love Triangle, Rich Man/Poor Woman, Family Pressure, Rich Male Lead, School Bullying, Rich Man/Poor Woman, Male Chases Female First, Poor Female Lead, Rich Characters",The Heirs,46391,79384
Yoo Dong Geun,Jang Mi Hee ,South Korea,"Mar 17, 2018 - Sep  9, 2018",50,"Romance,  Family,  Medical,  Melodrama",KBS2,1582,1246,8.0,"Stepmother, Divorce, Step Family, Nice Male Lead, First Love, Marriage, Heiress, Multiple Mains, Misunderstanding, Slow Burn Romance",Marry Me Now,1085,3477
Song Seung Heon,Lee Sun Bin,South Korea,"Aug 26, 2019 - Oct 15, 2019",16,"Comedy,  Drama,  Family,  Political",tvN,1443,1244,7.9,"Materialistic Character, Father-Daughter Relationship, Brother And Sister, Sibling Relationship, Single Father, Nice Female Lead, Secret Crush, Tough Male Lead, Minimal Romance, Smart Female Lead",The Great Show,1358,3810
Kim Nam Gil,Son Ye Jin,South Korea,"May 27, 2013 - Jul 30, 2013",20,"Thriller,  Romance,  Drama,  Melodrama,  Tragedy",KBS2,826,1243,7.7,"Married Couple, Smart Male Lead, Antihero, Friends To Lovers, Revenge, Double Identity",Shark,2678,6585
Ok Taec Yeon,Lee Yun Hee,South Korea,"Jan 22, 2020 - Mar 12, 2020",32,"Suspense,  Thriller,  Mystery,  Psychological,  Romance,  Crime,  Drama,  Fantasy,  Melodrama,  Investigation",MBC,817,1239,7.8,"Special Power, Serial Killer, Psychic, Detective, Policewoman, Supernatural Power, Smart Male Lead, Tragic Past, Death, Strong Female Lead",The Game: Towards Zero,2031,6659
Lee Bum Soo,Kim Jae Joong,South Korea,"May  5, 2014 - Jul 29, 2014",26,"Action,  Business,  Romance,  Drama",MBC,602,1231,7.7,"Casino, Heir, Gambling, Brothers, Sibling Relationship, Gangster, Revenge, Mental Health, Detective, Family",Triangle,2752,8769
Ji Chang Wook,Won Jin Ah,South Korea,"Sep 28, 2019 - Nov 17, 2019",16,"Mystery,  Comedy,  Romance,  Drama,  Sci-Fi,  Fantasy",tvN,171,1230,7.6,"Steamy Kiss, Illness, Successful Male Lead, Calm Male Lead, Boss/Employee Relationship, Brother And Sister, Family Relationship, Smart Male Lead, Misunderstanding, Strong Female Lead",Melting Me Softly,9061,21989
Oh Yeon Seo,Kim Ji Hoon,South Korea,"Apr  5, 2014 - Oct 12, 2014",52,"Romance,  Drama,  Family,  Melodrama",MBC,1473,1229,7.9,"Rich Kid, Adoption, Family Secret, Makjang, Lost Child, Childhood Friends, Rich Man/Poor Woman",Come! Jang Bo Ri,1393,3743
Song Hye Kyo,Moon Geun Young,South Korea,"Sep 18, 2000 - Nov  7, 2000",16,"Romance,  Drama,  Family,  Melodrama,  Tragedy",KBS2,731,1224,7.7,"Forbidden Love, Switched At Birth, Love Square, First Love, Sibling Relationship, Terminal Illness, Riches To Rags, Attempted Suicide, Evil Sister, Tearjerker",Autumn Tale,3879,7377
Lee Jung Jae,Shin Min Ah,South Korea,"Jun 14, 2019 - Jul 13, 2019",10,"Drama,  Political","jTBC, Netflix, Netflix, Netflix, Netflix",1687,1219,8.1,"Elections, Lawmaker, National Assembly, Sly Character, Civil Servant, Badass Male Lead, Workplace Abuse, Competent Protagonist, Strong Female Characters, Mature Protagonist",Chief of Staff,1025,3211
Song Chang Eui,Jung Eun Chae,South Korea,"Nov 23, 2014 - Feb  1, 2015",10,"Mystery,  Psychological,  Drama,  Medical",OCN,827,1215,7.8,"Emotional Blunting, Eccentric Male Lead, Adapted From A Webtoon, Disability, Cold Male Lead",Dr. Frost,2493,6581
Song Il Gook,Choi Jung Won,South Korea,"Sep 10, 2008 - Jan 15, 2009",36,"Action,  Historical,  Romance",KBS2,2041,1214,8.1,"King, Goguryeo Dynasty, Child Abandonment, Skilled Killer, Adapted From A Manhwa, War, Royalty, Ninja, Spy",The Kingdom of the Winds,1002,2575
Choi Kang Hee,Yoo In Young,South Korea,"Apr 27, 2020 - Jun 16, 2020",16,"Action,  Mystery,  Business,  Comedy,  Drama",SBS,1253,1207,7.9,"Espionage, Undercover Agent, Strong Female Lead, Strong Female Characters, Teamwork, Spy, Female Centered Plot, First Love, National Intelligence Service, Sismance",Good Casting,1505,4426
Yoon Kye Sang,Lee Bum Soo,South Korea,"Jul 24, 2015 - Sep 12, 2015",16,"Action,  Thriller,  Crime",jTBC,1634,1206,8.0,"Underworld, Homeless, Death Of Partner, Revenge, Adapted From A Webtoon",Last,1096,3350
Joo Sang Wook,Jin Se Yeon,South Korea,"Mar  3, 2018 - May  6, 2018",20,"Historical,  Romance,  Drama,  Political","TV Chosun, Viki",1002,1204,7.9,"Joseon Dynasty, Sibling Rivalry, Rebellion, Love Triangle, Royalty, Bromance",Grand Prince,1794,5439
Cha Tae Hyun,Gong Hyo Jin,South Korea,"May 15, 2015 - Jun 20, 2015",12,"Comedy,  Romance,  Drama",KBS2,145,1203,7.6,"Celebrity, Entertainment Industry, Older Woman/Younger Man, Age Gap, Love Triangle, Boss/Employee Relationship, Unrequited Love, Secondary Couple",The Producers,10343,24548
Kim Geon Won,Jo Soo Min,South Korea,"Feb  8, 2020 - Mar 15, 2020",12,"Romance,  Youth,  Drama",MBC,1636,1196,7.9,"Web Series, Internship, Contract Marriage, Ex-Boyfriend Comes Back, Break Up, One-night Stand, Contract Relationship, Marriage, Love Triangle, Student",Ending Again,1644,3351
Kwak Dong Yeon,Park Se Wan,South Korea,"Nov  2, 2019 - Mar  7, 2020",72,"Friendship,  Comedy,  Romance,  Drama,  Family",MBC,1738,1197,8.1,"Bright Female Lead, Multiple Couples, Rich Male Lead, Multiple Mains, Hotel, Camping Trip, Overcoming Struggles, Guests, Past Failure, Secondary Couple",Never Twice,995,3116
Jung Gun Joo,Oh Ah Yun,South Korea,"Nov 10, 2018 - Dec 13, 2018",10,"Friendship,  Comedy,  Romance,  Life,  Youth,  Drama","Naver TV Cast, vLive",2142,1195,8.1,"Break Up, Vacation, Multiple Couples, Miniseries, Older Woman/Younger Man, Bromance",WHY,992,2426
Kim Nam Gil,Oh Yeon Soo,South Korea,"May 26, 2010 - Aug  5, 2010",17,"Suspense,  Romance,  Drama,  Melodrama",SBS,703,1189,7.7,"Puppy-dog Eyed Male Lead, Stuntman, Traumatic Past, Museum Curator, Poor Female Lead, Revenge, Double Identity",Bad Guy,3915,7727
Seo Eun Soo,Ahn Hyo Seop,South Korea,"Oct 31, 2018 - Nov 16, 2018",16,"Romance,  Life,  Drama,  Supernatural",,840,1185,7.8,"Idol Actor, Love Triangle, Minimal Romance, ASTRO, Poor Female Lead, Older Woman/Younger Man, Male Chases Female First, Precognition, Web Series, Age Gap",Top Management,2001,6452
Byun Hee Bong,Lee Soon Jae,South Korea,"May  9, 2014 - Jul 25, 2014",12,"Comedy,  Detective,  Investigation",tvN,1403,1181,8.0,"Funny Male Lead, Teamwork, Smart Male Lead, Cold Man, Love Triangle, Detective, Comedy",Flower Grandpa Investigation Unit,1433,3944
Hyun Bin,Sung Yoo Ri,South Korea,"Nov 13, 2006 - Jan  8, 2007",16,"Romance,  Drama",KBS2,1010,1180,7.8,"Mind Sport, International Mathematical Olympiad, Boxing, Genius, Suicide",The Snow Queen,2435,5402
Kim So Hyun,Yoon Doo Joon,South Korea,"Jan 29, 2018 - Mar 20, 2018",16,"Business,  Comedy,  Romance",KBS2,180,1178,7.6,"Childhood Love, Possessive Male Lead, Love Triangle, Famous Lead/Common Lead, Mother-Daughter Relationship, First Love, Cold Man/Warm Woman, Blindness, Actor, Rich Male Lead",Radio Romance,9349,21609
Yoo Ji Tae,Lee Bo Young,South Korea,"Apr 25, 2020 - Jun 14, 2020",16,"Romance,  Life,  Drama,  Family,  Melodrama",tvN,805,1173,7.9,"Second Chance, Strong Female Lead, Flashback To Past, Female Chases Male First, First Love, Rich Man/Poor Woman, Slice Of Life, Idol Actor, Divorce, Mother-Son Relationship",When My Love Blooms,1742,6739
Kim Min Jae,Gong Seung Yeon,South Korea,"Sep 16, 2019 - Nov  5, 2019",16,"Historical,  Comedy,  Romance,  Drama,  Political","jTBC, Viki",752,1171,7.8,"Joseon Dynasty, Marriage Proposal, Wanna One, Love Triangle, Orphan Female Lead, Strong Female Lead, Tragic Past, Multiple Mains, Character Development, Childhood Friends",Flower Crew: Joseon Marriage Agency,2358,7203
Uhm Tae Woong,Shin Min Ah,South Korea,"Mar 21, 2007 - May 24, 2007",20,"Suspense,  Mystery,  Crime,  Supernatural",KBS2,1173,1170,7.9,"Mastermind, Tarot Reader, Slight Romance, Revenge, School Bullying, Investigation, Detective",Lucifer,1441,4661
Jang Geun Suk,Yeo Jin Goo,South Korea,"Mar 28, 2016 - Jun 14, 2016",24,"Action,  Historical,  Comedy,  Drama,  Family",SBS,879,1169,7.8,"Royalty, Gambling, Family Secret, Joseon Dynasty, Bromance",The Royal Gambler,2039,6170
Namgoong Min,Yoo  Joon Sang,South Korea,"Jul 24, 2017 - Sep 12, 2017",32,"Suspense,  Thriller,  Law,  Crime,  Investigation",SBS,1201,1168,8.0,"Nice Male Lead, Journalist, Reporter, Smart Male Lead, Corruption, Prosecutor, Revenge, Poor Male Lead, Tragic Past, Tough Male Lead",Falsify,1213,4565
Song Chang Eui,Lee Sang Woo,South Korea,"Mar 20, 2010 - Nov  7, 2010",63,"Comedy,  Romance,  Drama,  Family",SBS,1690,1165,8.3,"Gay Character, Half-siblings, Supportive Family, Older Couple, Secondary Couple, Forbidden Love, Sassy Female Lead, Big Family, Gay Relationship, Calm Female Lead",Life is Beautiful,804,3203
Choi Daniel,Park Eun Bin,South Korea,"Sep  5, 2018 - Oct 31, 2018",32,"Thriller,  Mystery,  Horror,  Psychological,  Romance,  Melodrama,  Supernatural,  Detective,  Investigation",KBS2,812,1161,7.8,"Strong Female Lead, Female Antagonist, Strong Chemistry, Ghost-seeing Female Lead, Cheerful Girl, Tragic Past, Possessed, Mature Protagonist, Nice Female Lead, Private Eye",The Ghost Detective,2313,6707
Byun Yo Han,Song Ji Hyo,South Korea,"May  8, 2015 - Jun 13, 2015",12,"Comedy,  Romance,  Drama",tvN,395,1160,7.7,"Webtoon Artist, Childish Male Lead, Hardworking Female Lead, Misunderstanding, Ex-girlfriend Comes Back, Second Chance, Love Triangle",Ex-Girlfriend Club,5396,12516
Kang Ji Hwan,Kim Ok Bin,South Korea,"Mar  3, 2018 - Apr 22, 2018",16,"Suspense,  Mystery,  Supernatural,  Detective,  Investigation",OCN,1453,1154,8.2,"Smart Male Lead, Murder, Cult, Dissociative Amnesia, Painful Past, Future Seeing Female Lead, Shamanism, Funny Character, Police Officer, Church",Children of a Lesser God,925,3788
Lee Shin Young,Shin Seung Ho,South Korea,"Apr  6, 2020 - Apr 14, 2020",8,"Friendship,  Mystery,  Comedy,  Romance,  School,  Youth,  Drama",KBS2,1288,1153,8.0,"School Bullying, High School, Bromance, Suicide, Strong Friendship, Best Friends, Bodyguard, Adapted From A Webtoon, Poetry, Forgotten Memories",How to Buy a Friend,1359,4315
Lee Sun Kyun,Gong Hyo Jin,South Korea,"Jan  4, 2010 - Mar  9, 2010",20,"Food,  Comedy,  Romance,  Drama",MBC,389,1149,7.7,"Cooking, Top Chef, Assistant, Cold Male Lead, Rivalry, Abusive Male Lead, Restaurant, Ambition, Chef, Multiple Mains",Pasta,6858,12745
Park Shin Yang,Moon Geun Young,South Korea,"Sep 24, 2008 - Dec  4, 2008",20,"Historical,  Romance,  Drama,  Political",SBS,1116,1145,7.9,"Visual Arts, Cross-Dressing, Joseon Dynasty, Older Man/Younger Woman, Arts, Adapted From A Novel",The Painter of the Wind,1572,4892
Yeon Jung Hoon,Kim Hee Sun,South Korea,"Jan  5, 2005 - Mar 17, 2005",20,"Romance,  Life,  Drama,  Melodrama,  Tragedy",MBC,1824,1143,8.0,"Lovers Separated, Singer-Songwriter, Tearjerker, Disability, Blind Character, Second Chance, Rich Male Lead, First Love, Filmed Abroad, Love Triangle",Sad Love Story,1447,2930
Park Bo Gum,Park So Dam,South Korea,"Sep  7, 2020 - Oct 27, 2020",16,"Friendship,  Romance,  Youth,  Drama,  Family,  Melodrama","tvN, Netflix, Netflix, Netflix, Netflix",286,1139,7.7,"Dysfunctional Family, Family Relationship, Dream, Makeup Artist, Hardworking Male Lead, Family Pressure, Love Triangle, Grandpa-Grandson Relationship, Strong Female Lead, Modeling",Record of Youth,5579,15885
Kim Sae Ron,Nam Woo Hyun,South Korea,"Jul 11, 2014 - Dec 19, 2014",20,"Friendship,  Romance,  School,  Youth,  Fantasy",KBS2,123,1137,7.6,"Angel, High School, Love Triangle, Cohabitation, Naive Female Lead, Idol Actor, Restaurant Owner, Raised By Grandmother, Grandma-Grandson Relationship, Different Timelines",Hi! School - Love On,13390,26962
Kim Ha Neul,Lee Sang Yoon,South Korea,"Sep 21, 2016 - Nov 10, 2016",16,"Romance,  Drama,  Melodrama,  Mature",KBS2,961,1136,7.8,"Second Chance Romance, Flight Attendant, Airport, Infidelity, Second Chance, Idol Actor",On The Way To The Airport,2144,5681
Bae In Hyuk,Jeon Hye Won,South Korea,"Jul 28, 2020 - Sep  3, 2020",12,"Friendship,  Comedy,  Romance,  Drama,  Fantasy,  Supernatural","Naver TV Cast, vLive",1779,1134,8.0,"Web Series, Supernatural Power, Student, Supernatural, Interspecies Romance, Fate, Many Kisses, Ghost",Kiss Goblin,1233,3053
Kim Hee Ae,Kim Min Jong,South Korea,"Aug  3, 2015 - Sep 29, 2015",18,"Action,  Mystery,  Detective,  Investigation",SBS,1367,1131,8.0,"Inspirational & Emotional, Single Mother, Tough Female Lead, Attempted Murder, Tough Male Lead, Crime Against Children, Death  Of Spouse, Attempted Sexual Assault, Death Of A Parent, Minimal Romance",Mrs. Cop,1344,4052
Kim Jung Hyun,Seo Hyun,South Korea,"Jul 25, 2018 - Sep 20, 2018",32,"Romance,  Crime,  Melodrama,  Tragedy,  Investigation",MBC,888,1127,7.9,"Slight Romance, Revenge, Rich Man/Poor Woman, Girls' Generation (SNSD), Forbidden Love, Tearjerker, Trauma, Death, Corruption, Hate To Love",Time,1937,6138
Jung Woo Sung,Han Ji Min,South Korea,"Dec  5, 2011 - Feb  7, 2012",20,"Comedy,  Romance,  Life,  Drama,  Melodrama,  Supernatural",jTBC,601,1117,7.8,"Ex-convict, Wrongfully Accused, Time Loop, Older Man/Younger Woman, Guardian Angel, Obsessive Second Lead, Murder, Love Triangle, Bromance, Prison",Padam Padam,2925,8771
Park Shin Hye,Yoon Shi Yoon,South Korea,"Jan  7, 2013 - Feb 26, 2013",16,"Comedy,  Romance,  Drama",tvN,46,1116,7.6,"Neighbors, Socially Awkward Protagonist, Unrequited Love, Celebrity, Low Self-esteem Protagonist, Eccentric Character, Eccentric Male Lead, Adapted From A Webtoon, Love Triangle, Webtoon Artist",Flower Boy Next Door,23326,41949
Yoo Ah In,Kim Hee Ae,South Korea,"Mar 17, 2014 - May 13, 2014",16,"Music,  Romance,  Life,  Drama,  Melodrama",jTBC,487,1110,7.8,"Older Woman/Younger Man, Infidelity, Rich Woman/Poor Man, Student/Teacher Relationship, Age Gap, Poor Male Lead, University, Accident, Death, Corruption",Secret Love Affair,3774,10370
Han Sung Min,Kim Woo Seok,South Korea,"Aug 15, 2020 - Oct 21, 2020",20,"Friendship,  Romance,  Life,  Youth,  Drama","jTBC, Naver TV Cast, vLive",1436,1103,8.1,"Student, College Life, Coming Of Age, Controlling Parent, Mother-Daughter Relationship, Personal Growth, Web Series, Cold Female Lead, Independent Lead, Up10tion",Twenty-Twenty,1210,3859
Lee Hyun Woo,Hong Bin,South Korea,"Jan 11, 2016 - Mar  8, 2016",16,"Action,  Friendship,  Romance,  School,  Drama,  Martial Arts,  Fantasy,  Supernatural",KBS2,135,1097,7.7,"Bromance, Love Triangle, Magical Power, Obsessive Second Lead, First Love, Idol Actor, Cold-Hearted Male, Eccentric Female Lead, Rivalry, Heir",Moorim School,11739,25779
Yeon Woo Jin,Jung Yoo Mi,South Korea,"Nov 24, 2018 - Jan 20, 2019",16,"Thriller,  Horror,  Romance,  Drama,  Medical,  Supernatural",OCN,1526,1095,8.1,"Priest, Competent Protagonist, Possessed, Mad Dog, Car Accident, Psychiatrist, Secret, Teamwork, Secret Organization, Orphan Female Lead",Priest,1139,3604
Park Gyu Young,Jung Eui Jae,South Korea,"Mar 21, 2018 - May  9, 2018",8,"Friendship,  Comedy,  Romance,  Life,  Drama",,2255,1090,8.1,"Office Worker, Calm Female Lead, Workplace, Miniseries, Web Series, Office Romance, Nice Male Lead, Youth, Friendship",Miss Independent Ji Eun,1123,2288
Kim Ji In,Seo Hye Won,South Korea,"Mar  6, 2019 - Apr  6, 2019",10,"Friendship,  Comedy,  Romance,  Drama","Naver TV Cast, vLive",2641,1089,8.2,"Best Friends, Food, Sismance, Multiple Couples, Female Centered Plot, Multiple Mains, Brother-Sister Relationship, Older Woman/Younger Man, Sitcom, Second Chance Romance",Just One Bite Season 2,991,1867
Ji Sung,Lee Hye Ri,South Korea,"Apr 20, 2016 - Jun 16, 2016",18,"Music,  Business,  Comedy,  Drama",SBS,326,1088,7.7,"Girl's Day, Entertainment Industry, Older Man/Younger Woman, Single Parent, Band, Older Woman/Younger Man, Age Gap, Idol, Unrequited Love, Bromance",Entertainer,6103,14535
Kim So Yeon,Park Shi Hoo,South Korea,"Mar 31, 2010 - May 20, 2010",16,"Comedy,  Law,  Romance,  Drama",SBS,273,1080,7.7,"Airhead Female Lead, Revenge, Charming Male Lead, Love Triangle, Eccentric Female Lead, Prosecutor",Prosecutor Princess,8515,16080
Jang Geun Suk,Im Yoon Ah,South Korea,"Mar 26, 2012 - May 29, 2012",20,"Friendship,  Romance,  Drama,  Family,  Melodrama",KBS2,106,1073,7.7,"Forbidden Love, First Love, Obsession, Love Triangle, Older/Younger Generation, Idol Actress, Idol Actor, Photography, Love At First Sight, Clingy Female Lead",Love Rain,15242,29298
Park Hae Jin,Jo Bo Ah,South Korea,"Jan 29, 2020 - Mar 19, 2020",32,"Business,  Psychological,  Romance,  Drama,  Medical,  Melodrama",KBS2,628,1068,7.8,"Trauma, Tragic Past, Rich Male Lead, Cohabitation, Steamy Kiss, Doctor, Dissociative Amnesia, Forest, Amnesia, Strong Male Lead",Forest,2776,8498
Sung Hoon,Kim Jae Kyung,South Korea,"Aug 23, 2015 - Sep 16, 2015",20,"Comedy,  Romance",Naver TV Cast,167,1067,7.7,"Possessive Male Lead, Male Chases Female First, Rich Man/Poor Woman, Cold Man/Warm Woman, Veterinarian, Rich Male Lead, Overbearing CEO, Contract Relationship, Web Series, Cheerful Girl","Noble, My Love",12764,22360
Choi Jung Won,Kim Ji Hoon,South Korea,"Jan  4, 2010 - Mar 16, 2010",20,"Romance,  Drama,  Family",SBS,680,1065,7.7,"Orphan, Sibling Relationship, Poor Family, Death, Cohabitation, Cold Man, Death Of A Parent, Personal Growth, Orphan Lead, Overcome Fears And Problems",Stars Falling From the Sky,4777,7925
Yoon Shi Yoon,Kim Sae Ron,South Korea,"May 13, 2016 - Jul 16, 2016",20,"Historical,  Comedy,  Romance,  Medical,  Fantasy,  Supernatural,  Tragedy",jTBC,332,1062,7.7,"Joseon Dynasty, Witch, Magic, Black Magic, Curse, Nice Male Lead, Revenge, Female Antagonist, Noble Woman/Common Man, Strong Female Characters",Mirror of the Witch,5760,14442
Kim Da Ye,Kim Young Dae,South Korea,"Jul 12, 2018 - Aug 16, 2018",12,"Friendship,  Comedy,  Romance,  Youth,  Drama",Naver TV Cast,2214,1059,8.3,"Female Centered Plot, Feminism, Strong Female Lead, Sismance, Naive Female Lead, Personal Growth, Web Series, College Life, Sexual Harassment, Calm Male Lead",It's Okay To Be Sensitive,845,2336
Yoo Ah In,Kim Tae Hee,South Korea,"Apr  8, 2013 - Jun 25, 2013",24,"Historical,  Romance,  Tragedy",SBS,808,1058,7.8,"Rivalry, Palace, Harem",Jang Ok Jung,2726,6733
Go Hyun Jung,Seo Shin Ae,South Korea,"Jun 12, 2013 - Aug  1, 2013",16,"School,  Drama",MBC,1599,1055,8.1,Child Abuse,The Queen's Classroom,1249,3429
Kim Dong Wook,Park Se Young,South Korea,"Apr  8, 2019 - May 28, 2019",32,"Action,  Business,  Comedy,  Drama",MBC,1960,1049,8.3,"Strong Friendship, Righteous Male Lead, Eccentric Character, Social Problems, Boss/Employee Relationship, Satire, Slight Romance, Team Work, Power Struggle, Teacher/student",Special Labor Inspector Jo,818,2703
Baek Jin Hee,Kang Ji Hwan,South Korea,"Nov  7, 2018 - Dec 27, 2018",32,"Friendship,  Comedy,  Romance,  Drama,  Fantasy",KBS2,988,1048,7.9,"Time Loop, Sassy Female Lead, Office Romance, Adapted From A Webtoon, Boss/Employee Relationship, Arrogant Male Lead, Strong Female Lead, Satire, Male Chases Female First, Hate To Love",Feel Good To Die,1924,5519
Bae Yong Joon,Choi Ji Woo,South Korea,"Jan 14, 2002 - Mar 19, 2002",20,"Romance,  Drama,  Melodrama",KBS2,714,1047,7.8,"First Love Returns, Lovers Separated, Snowy Setting, Amnesia, Love Triangle, School",Winter Sonata,3582,7575
Yoo Hye In,Kim Do Wan,South Korea,"Apr 27, 2017 - May 27, 2017",8,"Friendship,  Romance,  School,  Youth",Naver TV Cast,1075,1044,7.9,"Multiple Mains, High School, Web Series, Multiple Couples, Miniseries, Comedy",Seventeen,2042,5077
Lee Sang Yeob,Park Ha Sun,South Korea,"Jul  5, 2019 - Aug 24, 2019",16,"Romance,  Drama,  Melodrama",Channel A,1372,1045,8.0,"Friends To Lovers, Ignorant Second Lead, Unhappy Relationship, Secret Meeting, Finding Love, Arguments, Against Relationship, Unexpected Romance, Unhappy Lead, Loss Of Love",Love Affairs in the Afternoon,1453,4028
